report_refresh_date,tenant_display_name,user_id,last_activity_date,team_chat_message_count,private_chat_message_count,call_count,meeting_count,post_messages,reply_messages,urgent_messages,meetings_organized_count,meetings_attended_count,ad_hoc_meetings_organized_count,ad_hoc_meetings_attended_count,scheduled_one_time_meetings_organized_count,scheduled_one_time_meetings_attended_count,scheduled_recurring_meetings_organized_count,scheduled_recurring_meetings_attended_count,audio_duration,video_duration,screen_share_duration,audio_duration_in_seconds,video_duration_in_seconds,screen_share_duration_in_seconds,has_other_action
2023-11-19,dunnjerry@example.org,0da1beea-9141-4168-a1fb-8b3625a6095b,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,cmendez@example.com,7ad02ddd-7820-4fb6-b7e3-c8a35937769c,2023-11-19,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,garciadestiny@example.net,642e3495-9383-464e-b034-070390477877,2023-11-19,4,0,0,1,3,1,0,1,1,1,1,0,0,0,0,PT1H8M13S,PT1H8M13S,PT0S,4093,4093,0,No
2023-11-19,katrinarosario@example.net,6e5cfc72-6dba-4ddf-975f-656a3e5cc06b,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,taylortina@example.org,0d5ba0b5-a2fd-45ad-98ba-5a88c7d99aa9,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jennifervilla@example.com,6eb2e883-fc9a-402a-855c-e316a6b515e0,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,canthony@example.com,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,2023-11-19,1,0,0,2,0,1,0,1,2,1,2,0,0,0,0,PT47M40S,PT46M7S,PT0S,2860,2767,0,No
2023-11-19,debbiemccullough@example.org,ccf949fa-9acb-45e7-900d-f75befcb1c85,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,shannon60@example.org,6786f3e0-5cbd-48f2-aec0-a23549dd4bff,2023-11-19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,PT1H5M15S,PT1H5M15S,PT0S,3915,3915,0,No
2023-11-19,jacqueline21@example.net,29ab9376-2bee-455f-878a-68c648ff0854,2023-11-19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PT49M51S,PT49M51S,PT49M51S,2991,2991,2991,No
2023-11-19,stacey75@example.org,29ae7db9-e89e-49d5-b592-b83c241dfea8,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,kyleswanson@example.net,a25baa4c-524c-41b4-b668-2e6656ac33ab,2023-11-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,jasonnewman@example.net,d8bd56dd-7878-4590-8dc1-a2780fe54545,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,barberjustin@example.net,590557f0-2713-43af-b2ff-76e42327f292,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,marcusyoung@example.org,1301d915-c632-483d-8974-75387bd9ba86,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,adamsandoval@example.com,5960b939-e44e-438f-8adf-c43b18f8e5b8,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jonesjoseph@example.com,3da37f32-c5f0-4608-b797-b1148390a626,2023-11-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,ahutchinson@example.net,59d94266-0440-489a-96a3-cc2500618bb2,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,michael04@example.org,3ba6a5ad-218a-4e4b-a37d-23b11dee6979,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,zrodriguez@example.net,1a79afa6-4bd5-48e6-9394-ce08600ba751,2023-11-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,valerie01@example.net,8e5a1b1b-624c-4b99-9ce8-537f7b0cc3f3,2023-11-19,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,PT56M51S,PT56M51S,PT56M51S,3411,3411,3411,No
2023-11-19,rittertravis@example.org,ac1e3480-03c8-4d41-8772-d588a2d17df5,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,pittsalice@example.org,528cf269-205f-4e36-b868-95b29c6cf156,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,ubarton@example.com,4c4facf7-960f-48c4-8cbc-95d889af7d92,2023-11-19,0,10,0,2,0,0,0,1,2,1,2,0,0,0,0,PT28M36S,PT28M26S,PT0S,1716,1706,0,No
2023-11-19,riverakim@example.net,0ec11eed-61b3-472a-a2f3-2a3df6f6b190,2023-11-19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,jwatson@example.org,2ed75c5e-399e-4dfb-8587-697b4a46ed39,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jenniferbell@example.org,e0804d53-f964-4091-9544-652085690ad3,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,david79@example.net,7e007cbf-3167-4b0a-aeb6-a48519f7cef3,2023-11-19,3,0,0,1,0,3,0,0,1,0,1,0,0,0,0,PT46M23S,PT46M23S,PT0S,2783,2783,0,No
2023-11-19,jacksonpeter@example.net,dd8f0c11-024a-446a-8f3f-0729aa798d8f,2023-11-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,gfreeman@example.net,aac85c64-20a3-4c51-bea1-f3a7b43cd345,2023-11-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,josephsmith@example.net,9eff3eb0-1fbb-4db9-9dc7-ed81e73b92c0,2023-11-19,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,glyons@example.org,73910468-d44d-44c9-87a3-a10feeb2c2d0,2023-11-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,huffbrendan@example.org,022cd7d4-0d09-457c-896b-33ea77b3660b,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jason71@example.com,3544150e-d0c3-4e1b-882f-95b7dff26a51,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,kelly12@example.net,8735c155-b457-49ef-9dbd-7dbbfd3c61db,2023-11-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,john09@example.org,ef5a978a-aa73-4fec-8350-2e6766cac240,2023-11-19,3,0,0,1,2,1,0,1,1,1,1,0,0,0,0,PT43M21S,PT43M21S,PT0S,2601,2601,0,No
2023-11-19,jonesdebbie@example.org,a084a965-76fd-4018-b0ae-61b8618cb190,2023-11-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,douglasgomez@example.com,8f8a0ad8-2ab6-4b0d-b6bc-287dd6639114,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,taylorcamacho@example.com,54b89259-9618-4dd5-85ec-e7ddaf0b72a2,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,mcgrathcharles@example.com,b1413e6d-cfdc-4d8d-b76c-db22adb9b074,2023-11-19,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,jessica23@example.com,211ac718-173e-4b63-9eb8-f34d85bc03e0,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,dwaters@example.org,16f4f77e-e970-43b6-bccf-3bbce3c37b99,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,tracey27@example.com,4ec2b1db-8bff-420c-bd24-49ed09deb78b,2023-11-19,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,andrew61@example.net,1ee97c84-05b9-4ada-8021-c428678710e3,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,armstrongbryan@example.net,544fa54c-1d73-482f-9419-d6c530051a40,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,hunterlaura@example.net,e4918e9a-7065-45d4-a032-31ad01c0707a,2023-11-19,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,PT27M27S,PT0S,PT0S,1647,0,0,No
2023-11-19,zalvarado@example.net,30f32980-109b-4727-b327-b2f72bb9c457,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,timothylambert@example.com,05ff9c3a-66a8-465e-bd45-f4e003105e55,2023-11-19,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,PT1H1M21S,PT1H1M21S,PT1H1M21S,3681,3681,3681,No
2023-11-19,ramirezjacob@example.net,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,vpayne@example.org,064aaeac-29e9-41a7-b057-f31055f554bc,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,rjones@example.org,ffb17c4c-6e2a-40ea-80bc-889b0786aace,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,barbarastafford@example.net,a4874c16-098c-4c8c-b40d-b2995e83ae52,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,ryan32@example.com,cb0a9c54-7269-4c44-b7d1-c798d54a5043,2023-11-19,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0,PT25M11S,PT25M11S,PT0S,1511,1511,0,No
2023-11-19,joshuamarshall@example.net,eeb6bd31-3150-4afd-ab46-6736d34656b5,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,vvillanueva@example.org,0e39d399-3179-45e9-8cc3-0348ca92830e,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,annablack@example.com,cc8c3925-d6b3-4923-a754-0dc48081a8af,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,dennis32@example.org,b6b49807-0078-4350-9f3b-0b24f5d769b0,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,patriciamunoz@example.org,9eacfaca-c19f-44b7-900a-ee18e0f7193e,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,millerjennifer@example.net,b6b6acf0-d0fc-4f72-8e9f-b2d1cdd93e69,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,olsonmatthew@example.net,170c38f2-620b-45b5-aa13-c5ca9be4da2f,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,wardlisa@example.com,a3722cca-7a9a-4dbd-ada5-e3d759faa170,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jchavez@example.net,90cd755f-ed9b-41bf-b48f-e3b3010270da,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,anthonygraham@example.com,b3c5559d-1f69-485d-a8e3-6d6ecf918630,2023-11-19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-19,paynechristina@example.org,97754a25-f2aa-4a67-8e91-ffdee45a74a4,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,annbeck@example.net,ac8843b6-986b-4cf7-8350-fa3d49a0b755,2023-11-19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT1H2M56S,PT1H2M56S,PT1H2M56S,3776,3776,3776,No
2023-11-19,parkerroberto@example.org,93ca46da-cfdc-42e3-84a4-7e3e105c0f12,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,jenniferjames@example.net,76e9a00d-4e7a-4219-b027-bcfa50d073c7,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,keithfoster@example.net,6dc433d5-48a6-4e60-a888-1d7db2cb6bde,2023-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-19,williamreese@example.net,7ea39b9a-e6cc-43ab-bcd6-477d6b131d92,2023-11-19,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,PT31M45S,PT31M45S,PT0S,1905,1905,0,No
2023-11-20,donaldsmith@example.net,8a23ef6d-9cc8-4036-a848-6f17a49f7afa,2023-11-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PT19M24S,PT19M24S,PT0S,1164,1164,0,No
2023-11-20,johnsonmary@example.org,f6acad45-ac1b-40b1-b9e2-58c2d8a0291f,2023-11-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,jonesjoseph@example.com,3da37f32-c5f0-4608-b797-b1148390a626,2023-11-20,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,dwaters@example.org,16f4f77e-e970-43b6-bccf-3bbce3c37b99,2023-11-20,0,1,0,3,0,0,0,0,3,0,3,0,0,0,0,PT2H3M56S,PT2H3M56S,PT1H2M35S,7436,7436,3755,No
2023-11-20,lyncheric@example.net,ba39db61-c10e-4825-9b3d-9d27c3d56a70,2023-11-20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,klucas@example.net,da070654-6057-441f-bf8f-440ec93f2062,2023-11-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,wardlisa@example.com,a3722cca-7a9a-4dbd-ada5-e3d759faa170,2023-11-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,parkerin@example.com,8321c2a9-ebef-4f63-b86c-3376ca739c99,2023-11-20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,daniel11@example.com,2880a716-6824-4ae5-bf08-de0b42f1691a,2023-11-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,john09@example.org,ef5a978a-aa73-4fec-8350-2e6766cac240,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,clementspamela@example.com,a2f11582-dd43-47a9-9867-b2e42346eca4,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,avilamatthew@example.net,e6330294-7e6d-4512-af87-972225621beb,2023-11-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,paulmartinez@example.com,a368052a-b608-4bc8-82a7-75163f92d7ee,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,kyleswanson@example.net,a25baa4c-524c-41b4-b668-2e6656ac33ab,2023-11-20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,moralesnicholas@example.com,95ee9ac2-eeb0-4838-a008-470679ac7c34,2023-11-20,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,PT2H59M8S,PT2H59M8S,PT2H59M8S,10748,10748,10748,No
2023-11-20,marcusyoung@example.org,1301d915-c632-483d-8974-75387bd9ba86,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,ahutchinson@example.net,59d94266-0440-489a-96a3-cc2500618bb2,2023-11-20,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,PT35M7S,PT35M,PT35M,2107,2100,2100,No
2023-11-20,anna31@example.org,ad29e58e-ba19-4fbc-ac86-6d3ba2df1dfa,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,tracey27@example.com,4ec2b1db-8bff-420c-bd24-49ed09deb78b,2023-11-20,3,2,0,1,0,3,0,0,1,0,0,0,1,0,0,PT25M11S,PT25M11S,PT25M11S,1511,1511,1511,No
2023-11-20,fbauer@example.com,de645671-076f-456d-8588-ef4c8a9c88f6,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,anthonypaul@example.org,e29f3810-74d4-4f3a-8403-c81dd32a63cc,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,andrew61@example.net,1ee97c84-05b9-4ada-8021-c428678710e3,2023-11-20,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,dacevedo@example.com,cc767922-c9ac-43a0-b576-3c76ce05b754,2023-11-20,3,0,0,1,0,3,0,0,1,0,0,0,0,0,1,PT26M1S,PT0S,PT26M1S,1561,0,1561,No
2023-11-20,jwatson@example.org,2ed75c5e-399e-4dfb-8587-697b4a46ed39,2023-11-20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT27M44S,PT27M44S,PT0S,1664,1664,0,No
2023-11-20,timothyjimenez@example.org,49d60fba-8d77-4f66-bc99-6deddb6f9485,2023-11-20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,PT1H17M56S,PT1H17M56S,PT1H17M56S,4676,4676,4676,No
2023-11-20,jenniferbell@example.org,e0804d53-f964-4091-9544-652085690ad3,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,ryan77@example.net,6ab27acc-9335-40fc-b520-06a9a20d56b5,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,mercadogregory@example.net,e4b9edc2-31b0-4823-b423-d72f27c8eccb,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,ibarrett@example.org,412663f4-5844-4ed2-9cd1-573849ac8b50,2023-11-20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,debbiemccullough@example.org,ccf949fa-9acb-45e7-900d-f75befcb1c85,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,lisalopez@example.com,cc532db5-b622-402c-832c-1d39009a12c0,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,ramirezjacob@example.net,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,2023-11-20,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,PT1H43M45S,PT1H43M45S,PT1H43M45S,6225,6225,6225,No
2023-11-20,carellano@example.org,9166d788-7179-4c5d-8c25-fc49fbb71ed7,2023-11-20,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,PT28M7S,PT28M7S,PT0S,1687,1687,0,No
2023-11-20,mdiaz@example.org,3fef4e78-9663-472e-ae63-0feb0ba395bb,2023-11-20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT23M13S,PT0S,PT23M13S,1393,0,1393,No
2023-11-20,nancy24@example.com,29dec4ec-60bb-4da9-af8a-48c5672a62b6,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,edwardstracy@example.net,c42f2759-5b80-41a2-a538-342bfb6cbe0c,2023-11-20,0,17,0,2,0,0,0,0,2,0,1,0,1,0,0,PT1H13M4S,PT1H13M4S,PT52M40S,4384,4384,3160,No
2023-11-20,deanna17@example.net,fa63db09-66bb-48b2-a8d8-73b3e88c8424,2023-11-20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,PT7M57S,PT0S,PT0S,477,0,0,No
2023-11-20,vwilson@example.net,fa7c2233-e2b4-4053-b813-e745ae6b77ac,2023-11-20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,robert97@example.net,6faa4ad4-f75d-4cfb-bf66-5f61b531bf75,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,rjones@example.org,ffb17c4c-6e2a-40ea-80bc-889b0786aace,2023-11-20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,harpercatherine@example.net,d7a9f4a0-1c73-43f5-bb3b-cf121aa6dc1f,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,ryan32@example.com,cb0a9c54-7269-4c44-b7d1-c798d54a5043,2023-11-20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,PT59M58S,PT59M58S,PT59M58S,3598,3598,3598,No
2023-11-20,smithjeff@example.net,99514763-84a2-433f-b6c0-8f95998877a4,2023-11-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,christopher62@example.com,183ff508-094e-47d8-a968-93a4d0966f00,2023-11-20,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,PT22M47S,PT0S,PT0S,1367,0,0,No
2023-11-20,kelly12@example.net,8735c155-b457-49ef-9dbd-7dbbfd3c61db,2023-11-20,4,0,0,1,0,4,0,0,1,0,1,0,0,0,0,PT41M23S,PT0S,PT26M10S,2483,0,1570,No
2023-11-20,wsandoval@example.net,5736b26e-a6ca-444c-a132-ed6b3dfa9af0,2023-11-20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,PT56M59S,PT56M59S,PT35M22S,3419,3419,2122,No
2023-11-20,hmckinney@example.org,798bca91-b8d6-4ac6-8109-39bae470d23f,2023-11-20,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,walterscolleen@example.org,725e5b9e-162e-4d6e-86c4-f24e07069839,2023-11-20,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0,PT52M32S,PT8M15S,PT51M49S,3152,495,3109,No
2023-11-20,vvillanueva@example.org,0e39d399-3179-45e9-8cc3-0348ca92830e,2023-11-20,0,2,0,3,0,0,0,2,3,2,3,0,0,0,0,PT1H47M12S,PT1H47M12S,PT46M35S,6432,6432,2795,No
2023-11-20,tommywatts@example.net,2bd4d00d-4c7e-496c-8bcc-6d5a8ed9f6b8,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,sheilamoran@example.net,d6c18296-4f83-49e3-bcef-49f85b06d167,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,jacksonpeter@example.net,dd8f0c11-024a-446a-8f3f-0729aa798d8f,2023-11-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-20,barberjustin@example.net,590557f0-2713-43af-b2ff-76e42327f292,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,jasonnewman@example.net,d8bd56dd-7878-4590-8dc1-a2780fe54545,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,barrettkenneth@example.net,2df59961-a016-464c-91fb-6e792dbbe661,2023-11-20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,PT1H45S,PT1H45S,PT1H45S,3645,3645,3645,No
2023-11-20,gthomas@example.net,ac241019-c998-444e-b41e-cb750004a6cf,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-20,josephsmith@example.net,9eff3eb0-1fbb-4db9-9dc7-ed81e73b92c0,2023-11-20,2,0,0,1,1,1,0,0,1,0,0,0,0,0,1,PT29M15S,PT0S,PT29M15S,1755,0,1755,No
2023-11-20,danielsteresa@example.com,2080b195-72bb-4194-8cf5-486964d9eb6f,2023-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
